id_cliente;abandono_cliente;genero;jubilado;pareja;dependientes;meses_antiguedad;servicio_telefono;ad.multiples_lineas;servicio_internet;ad.seguridad_online;ad.respaldo_online;ad.proteccion_dispositivo;ad.soporte_tecnico;tv.streaming;peliculas.streaming;contrato;factura_digital;metodo_pago;cargo.diario;cargo.mensual;cargo.total
8374-XGEJJ;Si;Masculino;True;Si;No;43;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.32;101.0;4388.4
8375-DKEBR;Si;Femenino;True;No;No;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.29;69.6;69.6
8375-KVTHK;No;Masculino;False;Si;No;68;Si;No;Fibra óptica;No;Si;No;Si;Si;Si;Un año;Si;Cheque electrónico;3.3;100.3;6754.35
8378-LKJAF;No;Masculino;False;Si;Si;38;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);3.33;101.15;3956.7
8380-MQINP;No;Femenino;False;Si;Si;55;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.67;20.3;1079.05
8380-PEFPE;Si;Masculino;False;No;Si;1;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.36;71.65;71.65
8382-SHQEH;Si;Femenino;False;Si;No;8;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.79;84.9;764.95
8383-SGHJU;No;Femenino;False;No;No;33;Si;Si;DSL;Si;No;No;Si;No;No;Un año;No;Cheque electrónico;1.9500000000000002;59.4;1952.8
8384-FZBJK;No;Femenino;False;Si;Si;57;Si;Si;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.31;100.6;5611.7
8386-OSYMC;No;Femenino;False;Si;Si;58;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.46;105.2;6225.4
8387-MOJJT;Si;Femenino;False;Si;Si;42;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);2.56;77.95;3384.0
8387-UGUSU;No;Femenino;False;Si;Si;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.66;20.05;284.3
8388-DMKAE;No;Femenino;False;No;No;8;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.67;20.25;174.65
8388-FYNPZ;No;Masculino;False;No;No;4;Si;No;DSL;Si;No;Si;No;No;No;Mes a mes;No;Cheque electrónico;1.87;56.75;245.15
8390-FESFV;No;Femenino;False;No;No;62;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);2.7800000000000002;84.5;5193.2
8393-DLHGA;Si;Masculino;False;No;Si;25;Si;No;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.15;95.9;2448.75
8393-JMVMB;No;Masculino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.64;19.45;19.45
8395-ETZKQ;No;Masculino;True;Si;Si;68;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.64;19.5;1193.55
8397-MVTAZ;Si;Masculino;False;Si;No;34;Si;Si;Fibra óptica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.29;100.05;3480.0
8398-TBIYD;No;Femenino;False;No;No;72;Si;Si;Fibra óptica;Si;No;No;Si;No;No;Dos años;Si;Transferencia bancaria (automática);2.7800000000000002;84.7;6185.15
8399-YNDCH;Si;Masculino;True;No;No;21;Si;No;DSL;No;No;Si;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);1.97;60.05;1236.15
8400-WZICQ;No;Femenino;False;Si;Si;55;Si;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque electrónico;1.83;55.7;3131.8
8401-EMUWF;No;Masculino;False;Si;Si;42;Si;Si;DSL;Si;Si;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);2.2800000000000002;69.4;3058.3
8402-EIVQS;No;Masculino;False;Si;No;67;Si;No;Fibra óptica;Si;Si;No;No;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.32;100.9;6733.15
8402-OOOHJ;No;Femenino;False;No;No;41;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.68;20.65;835.15
8404-FYDIB;No;Masculino;False;No;No;26;Si;Si;Fibra óptica;Si;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.85;86.65;2208.75
8404-GFGCZ;No;Masculino;False;Si;No;4;Si;Si;DSL;No;No;Si;No;Si;No;Mes a mes;No;Cheque electrónico;2.16;65.6;250.1
8404-VIOMB;No;Femenino;False;No;No;66;No;Sin servicio telefónico;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);2.05;62.5;4136.4
8404-VLQFB;No;Femenino;False;Si;Si;15;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque electrónico;0.8300000000000001;25.25;394.85
8405-IGQFX;No;Femenino;False;No;No;63;Si;No;Fibra óptica;No;No;Si;Si;Si;No;Un año;Si;Tarjeta de crédito (automática);2.96;90.05;5817.0
8406-LNMHF;No;Masculino;True;Si;No;59;Si;No;Fibra óptica;Si;Si;Si;No;No;No;Un año;Si;Tarjeta de crédito (automática);2.73;82.95;4903.15
8409-WQJUX;No;Femenino;False;No;No;25;No;Sin servicio telefónico;DSL;No;No;Si;Si;Si;Si;Un año;No;Cheque electrónico;1.78;54.2;1423.15
8410-BGQXN;No;Masculino;False;No;No;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.64;19.4;93.4
8413-VONUO;Si;Masculino;False;No;No;2;Si;No;Fibra óptica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electrónico;3.14;95.65;167.3
8413-YNHNV;No;Masculino;False;No;No;69;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque por correo;2.98;90.65;6322.1
8414-MYSHR;Si;Masculino;True;No;No;5;Si;No;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.0;91.4;449.75
8414-OOEEL;No;Masculino;False;No;Si;66;Si;No;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);2.61;79.5;5196.1
8417-FMLZI;Si;Masculino;False;Si;Si;6;Si;No;Fibra óptica;No;Si;No;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.75;83.55;477.55
8417-GSODA;No;Masculino;False;Si;Si;28;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Un año;No;Transferencia bancaria (automática);3.03;92.2;2568.15
8421-WZOOW;No;Femenino;True;Si;Si;57;Si;No;Fibra óptica;No;Si;Si;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);3.13;95.3;5567.45
8429-XIBUM;Si;Masculino;False;No;No;22;Si;Si;Fibra óptica;Si;No;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.33;101.35;2317.1
8430-TWCBX;No;Femenino;False;Si;No;49;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.68;20.7;1032.05
8433-WPJTV;No;Femenino;True;Si;Si;65;Si;Si;Fibra óptica;No;No;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);3.42;103.9;6767.1
8433-WXGNA;Si;Masculino;False;No;No;2;Si;No;Fibra óptica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.49;75.7;189.2
8434-PNQZX;No;Femenino;False;No;No;42;Si;Si;DSL;No;No;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);2.58;78.45;3373.4
8434-VGEQQ;No;Masculino;False;Si;Si;61;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.68;20.55;1305.95
8436-BJUMM;Si;Masculino;False;Si;Si;26;Si;Si;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.75;83.75;2070.6
8439-LTUGF;No;Masculino;False;No;No;10;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Tarjeta de crédito (automática);0.66;20.0;198.6
8441-SHIPE;No;Femenino;False;No;No;67;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.84;25.6;1790.35
8443-WVPSS;Si;Masculino;False;Si;No;10;Si;No;Fibra óptica;No;Si;No;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.2800000000000002;99.85;990.9
8443-ZRDBZ;Si;Masculino;False;No;No;4;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.5;76.05;318.9
8444-WRIDW;Si;Femenino;True;No;No;66;Si;Si;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.64;80.45;5224.35
8445-DNBAE;No;Masculino;False;No;Si;1;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.65;50.05;50.05
8450-JOVAH;Si;Masculino;False;Si;Si;2;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.8599999999999999;56.7;113.55
8450-LUGUK;No;Femenino;False;Si;Si;37;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.79;24.1;861.85
8450-UYIBU;No;Femenino;True;No;No;35;No;Sin servicio telefónico;DSL;No;No;Si;No;Si;No;Mes a mes;Si;Cheque electrónico;1.31;39.85;1434.6
8454-AATJP;No;Femenino;False;No;No;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.7800000000000002;115.05;8405.0
8455-HIRAQ;No;Femenino;False;No;No;8;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;1.46;44.45;369.3
8456-QDAVC;No;Masculino;False;No;No;19;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);2.59;78.7;1495.1
8457-XIGKN;No;Masculino;False;No;No;20;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Tarjeta de crédito (automática);0.64;19.6;356.15
8461-EFQYM;No;Femenino;False;No;No;38;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque electrónico;0.8;24.25;914.4
8464-EETCQ;No;Masculino;False;No;No;57;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.62;18.8;1094.35
8465-SBRXP;No;Masculino;False;Si;Si;38;Si;Si;Fibra óptica;No;No;Si;Si;Si;No;Dos años;Si;Transferencia bancaria (automática);3.12;94.9;3616.25
8466-PZBLH;No;Masculino;False;Si;Si;67;Si;Si;Fibra óptica;Si;No;No;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);3.44;104.6;6885.75
8467-WYNSR;No;Masculino;False;No;No;22;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;No;Cheque por correo;1.81;55.1;1253.15
8468-EHYJA;No;Femenino;False;Si;No;57;Si;Si;Fibra óptica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.2800000000000002;99.65;5497.05
8468-FZTOE;No;Femenino;False;Si;Si;72;Si;No;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;Cheque electrónico;2.44;74.35;5237.4
8469-SNFFH;No;Masculino;False;Si;No;70;Si;Si;DSL;Si;Si;Si;Si;Si;No;Un año;No;Transferencia bancaria (automática);2.61;79.4;5528.9
8473-VUVJN;Si;Masculino;True;No;No;1;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.42;73.65;73.65
8474-UMLNT;No;Femenino;False;No;No;13;Si;No;DSL;Si;Si;No;Si;No;Si;Mes a mes;No;Transferencia bancaria (automática);2.23;67.8;842.25
8480-PPONV;No;Masculino;False;Si;Si;62;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);3.8;115.55;7159.05
8481-YYXWG;Si;Femenino;False;No;No;5;Si;No;Fibra óptica;No;Si;No;Si;No;Si;Mes a mes;Si;Cheque electrónico;2.94;89.35;461.7
8485-GJCDN;Si;Femenino;True;No;No;5;Si;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;2.27;69.05;318.5
8486-AYEQH;No;Femenino;False;No;No;31;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.5;76.05;2227.8
8490-BXHEO;No;Masculino;True;No;No;18;Si;Si;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.65;80.55;1411.65
8495-LJDFO;No;Femenino;True;No;No;64;Si;Si;Fibra óptica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);3.58;108.95;7111.3
8495-PRWFH;No;Femenino;True;No;No;42;Si;Si;DSL;No;No;Si;No;No;No;Mes a mes;No;Cheque electrónico;1.83;55.65;2421.75
8496-DMZUK;No;Masculino;False;No;No;30;Si;Si;Fibra óptica;Si;Si;Si;No;No;No;Un año;No;Transferencia bancaria (automática);2.9699999999999998;90.4;2820.65
8496-EJAUI;Si;Masculino;False;No;No;19;Si;No;Fibra óptica;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.43;73.85;1424.5
8498-XXGWA;No;Femenino;False;Si;No;65;Si;No;DSL;Si;No;Si;No;No;No;Mes a mes;Si;Cheque por correo;1.81;55.15;3673.15
8499-BRXTD;No;Masculino;False;No;No;18;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.66;20.1;401.85
8510-AWCXC;Si;Femenino;True;No;No;13;Si;Si;Fibra óptica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.31;100.8;1308.1
8510-BBWMU;No;Femenino;False;No;No;41;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Cheque por correo;0.65;19.75;806.95
8510-TMWYB;No;Femenino;False;Si;Si;54;Si;Si;DSL;No;Si;Si;No;No;No;Dos años;Si;Transferencia bancaria (automática);1.97;59.8;3246.45
8512-WIWYV;No;Masculino;False;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);0.67;20.35;707.5
8513-OLYGY;No;Masculino;False;Si;No;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.81;115.8;8332.15
8514-VZHEB;No;Masculino;False;Si;Si;59;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.64;19.5;1147.85
8515-OCTJS;Si;Femenino;False;No;No;25;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.81;24.75;692.1
8519-IMDHU;Si;Masculino;True;Si;No;15;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.81;85.6;1345.55
8519-QJGJD;Si;Femenino;False;No;No;14;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;No;Cheque electrónico;2.48;75.35;1025.95
8530-KXSOX;No;Masculino;False;Si;No;68;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);0.8300000000000001;25.25;1728.2
8532-UEFWH;No;Masculino;False;Si;Si;52;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.85;25.75;1345.85
8535-SFUTN;No;Masculino;False;No;No;61;Si;Si;Fibra óptica;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.5;106.45;6300.15
8540-ZQGEA;No;Femenino;False;Si;No;54;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.66;20.05;1102.4
8541-QVFKM;No;Femenino;False;No;No;8;Si;Si;Fibra óptica;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;2.42;73.5;632.2
8543-MSDMF;No;Masculino;False;No;No;3;Si;No;DSL;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electrónico;2.54;77.4;206.15
8544-GOQSH;No;Femenino;False;No;No;14;Si;No;Fibra óptica;No;Si;No;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.63;80.05;1112.3
8544-JNBOX;No;Masculino;False;No;No;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque por correo;0.68;20.8;1521.2
8547-NSBBO;No;Masculino;False;No;No;35;Si;Si;Fibra óptica;Si;Si;Si;Si;No;No;Mes a mes;Si;Cheque por correo;3.18;96.75;3403.4
8548-AWOFC;No;Masculino;False;Si;No;66;Si;Si;DSL;No;No;No;Si;No;Si;Mes a mes;No;Cheque electrónico;2.1;63.85;4264.6
8550-XSXUQ;No;Masculino;False;Si;No;48;Si;Si;DSL;No;Si;Si;No;No;Si;Un año;Si;Tarjeta de crédito (automática);2.32;70.55;3420.5
8552-OBVRU;No;Femenino;True;Si;Si;48;Si;No;Fibra óptica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electrónico;3.44;104.5;5068.05
8559-CIZFV;Si;Masculino;False;Si;Si;21;Si;Si;DSL;Si;Si;No;Si;Si;No;Un año;No;Cheque por correo;2.55;77.5;1625.0
8559-WNQZS;No;Masculino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque por correo;0.67;20.45;20.45
8561-NMTBD;No;Femenino;False;Si;Si;67;Si;Si;Fibra óptica;No;Si;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);3.69;112.35;7388.45
8562-GHPPI;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.65;19.8;19.8
8563-IIOXK;Si;Masculino;False;Si;Si;7;Si;No;DSL;Si;No;No;No;No;No;Un año;Si;Cheque electrónico;1.6400000000000001;49.75;331.3
8563-OYMQY;No;Masculino;False;No;No;17;Si;No;Fibra óptica;No;Si;Si;No;No;Si;Mes a mes;Si;Tarjeta de crédito (automática);2.99;90.95;1612.2
8564-LDKFL;No;Masculino;False;Si;No;40;Si;Si;Fibra óptica;No;Si;Si;No;Si;Si;Un año;Si;Transferencia bancaria (automática);3.48;106.0;4178.65
8565-CLBZW;Si;Masculino;False;No;No;24;Si;Si;Fibra óptica;No;No;Si;No;Si;No;Mes a mes;Si;Cheque por correo;2.95;89.85;2165.05
8565-HBFNN;No;Masculino;False;Si;No;69;Si;Si;Fibra óptica;Si;Si;Si;Si;No;Si;Un año;Si;Tarjeta de crédito (automática);3.52;107.2;7317.1
8565-WUXZU;No;Masculino;True;Si;No;72;Si;No;Fibra óptica;Si;Si;No;Si;No;No;Dos años;Si;Tarjeta de crédito (automática);2.79;84.8;6141.65
8566-YPRGL;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque por correo;0.64;19.5;19.5
8570-KLJYJ;No;Femenino;False;No;No;36;Si;Si;DSL;Si;No;No;No;No;No;Un año;No;Cheque por correo;1.79;54.45;1893.5
8571-ZCMCX;No;Femenino;False;Si;Si;47;No;Sin servicio telefónico;DSL;Si;Si;Si;No;Si;Si;Dos años;Si;Tarjeta de crédito (automática);1.97;60.0;2768.65
8573-CGOCC;No;Masculino;False;No;No;16;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);0.65;19.75;294.9
8573-JGCZW;No;Masculino;False;No;No;17;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);0.65;19.65;351.55
8577-QSOCG;No;Femenino;False;Si;Si;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque por correo;0.66;20.2;746.05
8580-AECUZ;Si;Masculino;True;No;No;1;Si;No;Fibra óptica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electrónico;2.6;79.1;79.1
8580-QVLOC;Si;Femenino;True;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);3.04;92.45;6440.25
8582-KRHPJ;No;Masculino;False;No;No;50;No;Sin servicio telefónico;DSL;Si;Si;No;No;No;No;Mes a mes;Si;Cheque por correo;1.15;35.0;1782.4
8584-KMVXD;No;Femenino;False;No;No;8;Si;No;Fibra óptica;No;Si;No;No;No;No;Mes a mes;No;Cheque electrónico;2.49;75.6;535.55
8587-XYZSF;No;Masculino;False;No;No;67;Si;No;DSL;No;No;No;Si;No;No;Dos años;No;Transferencia bancaria (automática);1.6600000000000001;50.55;3260.1
8590-OHDIW;No;Femenino;False;Si;Si;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.67;20.3;749.35
8590-YFFQO;No;Masculino;False;Si;No;70;Si;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;Tarjeta de crédito (automática);2.14;64.95;4523.25
8591-NXRCV;No;Femenino;False;No;No;41;Si;Si;DSL;Si;No;Si;Si;No;Si;Mes a mes;Si;Transferencia bancaria (automática);2.45;74.65;3090.65
8591-TKMZH;No;Masculino;False;Si;Si;59;Si;Si;Fibra óptica;Si;Si;No;Si;Si;Si;Dos años;Si;Cheque por correo;3.65;111.1;6555.2
8592-PLTMQ;No;Femenino;False;No;No;64;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.81;24.7;1642.75
8593-WHYHV;Si;Masculino;False;No;No;3;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.8;85.3;264.8
8595-SIZNC;No;Femenino;True;Si;No;22;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);0.84;25.6;548.8
8597-CTXVJ;No;Masculino;False;No;Si;70;Si;Si;DSL;Si;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);2.14;64.95;4551.5
8597-CWYHH;No;Masculino;False;No;No;43;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Un año;No;Cheque por correo;3.1;94.35;3921.3
8601-QACRS;Si;Femenino;False;No;No;5;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque por correo;1.6600000000000001;50.6;249.95
8603-IJWDN;Si;Masculino;False;No;No;1;Si;Si;Fibra óptica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electrónico;2.85;86.6;86.6
8605-ITULD;No;Femenino;False;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque por correo;0.64;19.55;19.55
8606-CIQUL;No;Masculino;True;Si;Si;72;Si;Si;Fibra óptica;Si;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);3.81;115.75;8399.15
8606-OEGQZ;No;Femenino;False;No;Si;18;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);0.8300000000000001;25.3;454.65
8608-OZTLB;No;Masculino;False;Si;Si;38;Si;No;DSL;Si;Si;Si;Si;Si;No;Un año;No;Cheque electrónico;2.43;74.05;2802.3
8610-WFCJF;Si;Femenino;False;Si;Si;49;Si;Si;Fibra óptica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electrónico;3.14;95.6;4783.5
8610-ZIKJJ;No;Femenino;False;Si;Si;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque por correo;0.67;20.3;31.9
8612-GXIDD;No;Masculino;False;Si;Si;12;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Transferencia bancaria (automática);0.84;25.4;313.0
8614-VGMMV;Si;Femenino;False;No;No;15;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electrónico;1.6099999999999999;49.1;679.55
8617-ENBDS;No;Masculino;False;No;No;3;Si;No;Fibra óptica;No;No;Si;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);2.42;73.6;232.5
8619-IJNDK;No;Femenino;False;Si;Si;71;Si;No;DSL;Si;Si;Si;Si;No;No;Dos años;No;Tarjeta de crédito (automática);2.11;64.05;4492.9
